iter	Passed	Remaining
617	16317	10086
618	16345	10060
619	16374	10035
620	16399	10008
621	16427	9983
622	16454	9957
623	16482	9931
624	16509	9905
625	16534	9878
626	16561	9852
627	16585	9824
628	16614	9799
629	16641	9773
630	16669	9748
631	16696	9722
632	16724	9696
633	16755	9672
634	16781	9646
635	16809	9620
636	16837	9595
637	16867	9570
638	16893	9544
639	16918	9516
640	16945	9490
641	16973	9464
642	17001	9439
643	17024	9411
644	17048	9383
645	17076	9357
646	17103	9331
647	17127	9303
648	17155	9278
649	17180	9250
650	17208	9225
651	17235	9199
652	17264	9174
653	17288	9146
654	17316	9120
655	17339	9092
656	17368	9067
657	17395	9041
658	17420	9013
659	17446	8987
660	17473	8961
661	17498	8934
662	17525	8907
663	17549	8880
664	17576	8854
665	17604	8828
666	17631	8802
667	17658	8776
668	17682	8748
669	17710	8722
670	17734	8695
671	17760	8668
672	17787	8642
673	17815	8616
674	17844	8591
675	17873	8566
676	17902	8541
677	17928	8514
678	17958	8490
679	17988	8465
680	18011	8437
681	18037	8410
682	18062	8383
683	18090	8357
684	18113	8329
685	18141	8303
686	18168	8277
687	18193	8250
688	18219	8223
689	18242	8195
690	18269	8169
691	18297	8143
692	18325	8118
693	18349	8090
694	18377	8065
695	18406	8039
696	18432	8013
697	18460	7987
698	18484	7959
699	18512	7933
700	18539	7907
701	18566	7881
702	18594	7855
703	18625	7831
704	18654	7805
705	18681	7779
706	18708	7753
707	18732	7725
708	18757	7698
709	18784	7672
710	18810	7646
711	18835	7618
712	18859	7591
713	18883	7563
714	18913	7538
715	18939	7512
716	18967	7486
717	18997	7461
718	19024	7435
719	19051	7408
720	19076	7382
721	19103	7355
722	19129	7329
723	19157	7303
724	19187	7278
725	19214	7251
726	19240	7225
727	19267	7198
728	19289	7170
729	19312	7143
730	19340	7117
731	19367	7090
732	19396	7065
733	19423	7039
734	19451	7013
735	19478	6986
736	19507	6961
737	19530	6933
738	19555	6906
739	19583	6880
740	19607	6853
741	19634	6827
742	19662	6801
743	19688	6774
744	19716	6748
745	19745	6722
746	19771	6696
747	19799	6670
748	19828	6644
749	19857	6619
750	19882	6592
751	19911	6566
752	19937	6539
753	19961	6512
754	19989	6486
755	20017	6460
756	20045	6434
757	20073	6408
758	20102	6383
759	20132	6357
760	20161	6331
761	20191	6306
762	20218	6280
763	20246	6254
764	20273	6227
765	20300	6201
766	20329	6175
767	20355	6149
768	20387	6124
769	20416	6098
770	20441	6071
771	20468	6045
772	20495	6018
773	20519	5991
774	20548	5965
775	20575	5939
776	20604	5913
777	20629	5886
778	20657	5860
779	20685	5834
780	20710	5807
781	20735	5780
782	20760	5753
783	20784	5726
784	20809	5699
785	20838	5673
786	20866	5647
787	20891	5620
788	20921	5594
789	20946	5568
790	20971	5541
791	21000	5515
792	21027	5488
793	21055	5462
794	21082	5436
795	21110	5410
796	21137	5383
797	21166	5358
798	21195	5332
799	21224	5306
800	21248	5279
801	21276	5252
802	21301	5225
803	21326	5198
804	21354	5172
805	21378	5145
806	21406	5119
807	21438	5094
808	21464	5067
809	21491	5041
810	21514	5013
811	21537	4986
812	21564	4960
813	21593	4934
814	21621	4908
815	21649	4881
816	21677	4855
817	21705	4829
818	21732	4803
819	21757	4776
820	21783	4749
821	21808	4722
822	21833	4695
823	21861	4669
824	21887	4642
825	21915	4616
826	21943	4590
827	21967	4563
828	21994	4536
829	22021	4510
830	22048	4484
831	22076	4457
832	22102	4431
833	22129	4404
834	22154	4377
835	22183	4351
836	22212	4325
837	22240	4299
838	22268	4273
839	22293	4246
840	22319	4219
841	22346	4193
842	22371	4166
843	22396	4139
844	22422	4113
845	22450	4086
846	22475	4059
847	22502	4033
848	22531	4007
849	22555	3980
850	22579	3953
851	22603	3926
852	22632	3900
853	22659	3873
854	22689	3847
855	22720	3822
856	22748	3795
857	22778	3769
858	22805	3743
859	22830	3716
860	22858	3690
861	22883	3663
862	22908	3636
863	22935	3610
864	22961	3583
865	22988	3557
866	23015	3530
867	23040	3503
868	23067	3477
869	23094	3450
870	23122	3424
871	23147	3397
872	23174	3371
873	23196	3344
874	23224	3317
875	23249	3291
876	23273	3264
877	23297	3237
878	23322	3210
879	23347	3183
880	23372	3157
881	23396	3130
882	23425	3103
883	23452	3077
884	23481	3051
885	23506	3024
886	23535	2998
887	23564	2972
888	23590	2945
889	23617	2918
890	23642	2892
891	23669	2865
892	23693	2838
893	23721	2812
894	23749	2786
895	23773	2759
896	23800	2732
897	23828	2706
898	23857	2680
899	23882	2653
900	23910	2627
901	23937	2600
902	23967	2574
903	23992	2547
904	24016	2521
905	24043	2494
906	24067	2467
907	24095	2441
908	24126	2415
909	24153	2388
910	24181	2362
911	24210	2336
912	24233	2309
913	24262	2282
914	24291	2256
915	24318	2230
916	24348	2203
917	24375	2177
918	24399	2150
919	24424	2123
920	24451	2097
921	24480	2071
922	24507	2044
923	24534	2017
924	24561	1991
925	24588	1964
926	24616	1938
927	24643	1912
928	24673	1885
929	24698	1859
930	24721	1832
931	24749	1805
932	24774	1779
933	24798	1752
934	24826	1725
935	24853	1699
936	24877	1672
937	24905	1646
938	24933	1619
939	24962	1593
940	24986	1566
941	25014	1540
942	25037	1513
943	25061	1486
944	25085	1460
945	25113	1433
946	25140	1407
947	25169	1380
948	25199	1354
949	25236	1328
950	25288	1302
951	25333	1277
952	25389	1252
953	25417	1225
954	25443	1198
955	25471	1172
956	25500	1145
957	25526	1119
958	25549	1092
959	25574	1065
960	25602	1039
961	25630	1012
962	25657	985
963	25679	958
964	25707	932
965	25735	905
966	25762	879
967	25791	852
968	25821	826
969	25845	799
970	25873	772
971	25897	746
972	25922	719
973	25956	692
974	26030	667
975	26079	641
976	26108	614
977	26134	587
978	26159	561
979	26186	534
980	26214	507
981	26242	481
982	26265	454
983	26292	427
984	26320	400
985	26345	374
986	26372	347
987	26402	320
988	26430	293
989	26454	267
990	26477	240
991	26504	213
992	26528	187
993	26554	160
994	26582	133
995	26610	106
996	26635	80
997	26659	53
998	26687	26
999	26710	0
