iter	Logloss
461	0.4893288517
462	0.4893210967
463	0.4893110848
464	0.4893030983
465	0.4892965818
466	0.4892899608
467	0.4892771765
468	0.4892622728
469	0.4892542748
470	0.4892458369
471	0.4892378562
472	0.4892305353
473	0.489223417
474	0.4892157546
475	0.4892064834
476	0.4892041916
477	0.4891962283
478	0.4891917952
479	0.4891859672
480	0.4891746067
481	0.4891535178
482	0.4891481009
483	0.4891423137
484	0.4891275966
485	0.4891158079
486	0.4891135854
487	0.489109216
488	0.4891076824
489	0.4891010501
490	0.4890884454
491	0.4890803547
492	0.4890745558
493	0.4890710487
494	0.4890635716
495	0.4890575064
496	0.4890472629
497	0.4890379801
498	0.4890302135
499	0.4890249587
500	0.4890192986
501	0.4890126837
502	0.4889991475
503	0.4889944713
504	0.4889824916
505	0.48897568
506	0.4889689378
507	0.4889636945
508	0.4889499089
509	0.4889424259
510	0.4889351221
511	0.4889279979
512	0.4889207985
513	0.4889055548
514	0.4888990325
515	0.4888846106
516	0.4888772376
517	0.488868302
518	0.488856247
519	0.4888357311
520	0.4888304705
521	0.4888225245
522	0.4888144512
523	0.4888010768
524	0.488795145
525	0.4887917363
526	0.4887847048
527	0.4887571341
528	0.4887437539
529	0.4887411843
530	0.4887359815
531	0.4887319883
532	0.4887248988
533	0.4887181737
534	0.4887093249
535	0.4887026579
536	0.4886943358
537	0.4886849083
538	0.4886750005
539	0.4886692885
540	0.488657766
541	0.4886440501
542	0.4886356064
543	0.4886311445
544	0.4886231232
545	0.4886190837
546	0.488603099
547	0.4885947361
548	0.488576153
549	0.488572507
550	0.4885629754
551	0.4885490222
552	0.4885430382
553	0.488535098
554	0.4885274125
555	0.4885202363
556	0.4885150277
557	0.488508517
558	0.4884994715
559	0.4884918843
560	0.4884865889
561	0.4884830935
562	0.4884768665
563	0.4884710791
564	0.4884582834
565	0.4884538967
566	0.4884477565
567	0.4884436823
568	0.4884399032
569	0.4884352039
570	0.4884310197
571	0.4884238724
572	0.4884176973
573	0.4884106136
574	0.4884057928
575	0.4884003122
576	0.4883844087
577	0.4883788298
578	0.4883734186
579	0.4883664913
580	0.4883591762
581	0.4883511549
582	0.4883469129
583	0.4883419068
584	0.4883364899
585	0.4883292847
586	0.488324377
587	0.4883133348
588	0.4883035833
589	0.4882993354
590	0.4882907181
591	0.4882843349
592	0.4882785361
593	0.4882722221
594	0.4882646463
595	0.488249796
596	0.488242886
597	0.488237446
598	0.4882319828
599	0.4882284295
600	0.488218071
601	0.4882109005
602	0.4882074918
603	0.4881975087
604	0.4881891113
605	0.4881778724
606	0.4881574374
607	0.4881526513
608	0.4881378012
609	0.4881162493
610	0.4881118046
611	0.4881035982
612	0.4880984128
613	0.4880892465
614	0.488079466
615	0.4880752124
616	0.4880575099
617	0.4880530768
618	0.4880459237
619	0.4880273176
620	0.4880223341
621	0.48801885
622	0.4880121483
623	0.4880010135
624	0.487994798
625	0.4879884782
626	0.4879837789
627	0.4879749591
628	0.4879717703
629	0.4879643336
630	0.4879547382
631	0.487944402
632	0.4879288922
633	0.4879198466
634	0.487917659
635	0.487897988
636	0.4878906382
637	0.4878773273
638	0.4878672286
639	0.4878613025
640	0.4878555094
641	0.4878519097
642	0.4878477486
643	0.4878428583
644	0.4878382922
645	0.4878313011
646	0.4878151141
647	0.4877985856
648	0.4877887357
649	0.4877841637
650	0.4877749677
651	0.4877676237
652	0.4877592209
653	0.4877550136
654	0.487748339
655	0.4877443284
656	0.4877371985
657	0.4877268219
658	0.4877206642
659	0.4877129034
660	0.4877064853
661	0.4877005938
662	0.4876969652
663	0.487690495
664	0.4876839669
665	0.4876761714
666	0.4876680634
667	0.4876611939
668	0.4876540873
669	0.4876462223
670	0.4876369569
671	0.4876314937
672	0.4876285422
673	0.4876187385
674	0.4876138887
675	0.4876099302
676	0.4876038187
677	0.487598726
678	0.4875886788
679	0.4875827121
680	0.4875793034
681	0.4875718725
682	0.487559673
683	0.4875520685
684	0.4875487235
685	0.4875402047
686	0.4875344058
687	0.4875287169
688	0.4875220037
689	0.487509914
690	0.487503629
691	0.4874985362
692	0.4874903068
693	0.4874860474
694	0.4874799707
695	0.4874653287
696	0.4874581004
697	0.4874533143
698	0.4874480768
699	0.4874424689
700	0.4874373876
701	0.4874296385
702	0.4874187928
703	0.4874125542
704	0.4873972758
705	0.4873930569
706	0.4873856144
707	0.4873821073
708	0.4873722341
709	0.4873693116
710	0.4873633564
711	0.4873577775
712	0.487352569
713	0.4873465097
714	0.4873403635
715	0.4873344431
716	0.4873276372
717	0.4873166875
718	0.4873090945
719	0.4873027459
720	0.4872979945
721	0.4872904826
722	0.4872876237
723	0.4872826351
724	0.4872780342
725	0.4872732481
726	0.4872620091
727	0.4872567426
728	0.4872533513
729	0.487250388
730	0.4872458907
731	0.4872382399
732	0.4872303113
733	0.4872207333
734	0.4872161961
735	0.4872041065
736	0.487188857
737	0.4871847945
738	0.4871797596
739	0.4871670506
740	0.4871624671
741	0.4871600653
742	0.4871536805
743	0.4871469093
744	0.4871401382
745	0.4871347907
746	0.4871275277
747	0.4871230078
748	0.4871156235
749	0.4871094369
750	0.4871042746
751	0.4871010222
752	0.4870931689
753	0.4870898355
754	0.4870818619
755	0.4870715432
756	0.4870694656
757	0.4870530295
758	0.4870449909
759	0.4870362116
760	0.4870307657
761	0.4870244749
762	0.4870181495
763	0.4870137685
764	0.4870088724
765	0.4869986521
766	0.4869931657
767	0.4869864988
768	0.486979936
769	0.4869750168
770	0.4869686623
771	0.4869610405
772	0.4869526431
773	0.486947151
774	0.4869323414
775	0.4869274858
776	0.4869200345
777	0.4869153062
778	0.48690971
779	0.4869053868
780	0.4869007628
781	0.4868951434
782	0.4868911501
783	0.4868834878
784	0.4868767975
785	0.4868738344
786	0.4868691062
787	0.4868597192
788	0.4868533011
789	0.4868461713
790	0.4868408817
791	0.4868342263
792	0.4868267607
793	0.4868234677
794	0.486816112
795	0.4868034205
796	0.4867989354
797	0.4867953241
798	0.4867878237
799	0.4867808561
800	0.4867752598
801	0.4867687954
802	0.4867638588
803	0.4867593389
804	0.4867555137
805	0.4867518503
806	0.4867459473
807	0.4867388057
808	0.4867348703
809	0.4867307613
810	0.4867257437
811	0.4867233884
812	0.4867172307
813	0.4867139435
814	0.4867088506
815	0.4867020506
816	0.486692843
817	0.4866899493
818	0.4866860313
819	0.4866804234
820	0.4866751917
821	0.4866714068
822	0.4866656369
823	0.4866583738
824	0.4866505957
825	0.486643651
826	0.4866421058
827	0.4866365442
828	0.4866302881
829	0.4866238005
830	0.4866194716
831	0.486612307
832	0.4866092514
833	0.4866027812
834	0.486598759
835	0.4865948121
836	0.4865887238
837	0.4865839956
838	0.4865797014
839	0.4865710784
840	0.4865685551
841	0.4865636244
842	0.4865575593
843	0.4865547756
844	0.4865520498
845	0.4865468759
846	0.4865420493
847	0.4865376568
848	0.4865338777
849	0.4865293405
850	0.4865246123
851	0.4865187381
852	0.4865112667
853	0.4865042699
854	0.4865010695
855	0.4864994375
856	0.4864934013
857	0.4864834182
858	0.4864796731
859	0.4864721959
860	0.4864658299
861	0.4864615415
862	0.4864582833
863	0.4864549845
864	0.4864478777
865	0.4864431148
866	0.4864367429
867	0.4864335772
868	0.4864327091
869	0.4864205384
870	0.4864170313
871	0.4864110993
872	0.4864074591
873	0.4864046002
874	0.486400387
875	0.4863989402
876	0.4863962433
877	0.4863941425
878	0.4863904907
879	0.4863840436
880	0.486380687
881	0.4863737422
882	0.4863655706
883	0.4863624455
884	0.4863547484
885	0.4863467099
886	0.4863437352
887	0.4863370682
888	0.4863318018
889	0.4863268768
890	0.4863235896
891	0.4863179875
892	0.4863134156
893	0.4863068123
894	0.4862956254
895	0.4862884607
896	0.4862839467
897	0.4862817012
898	0.4862795714
899	0.4862739693
900	0.4862658209
901	0.4862618971
902	0.4862547787
903	0.4862516362
904	0.4862460168
905	0.4862433777
906	0.4862384701
907	0.486235536
908	0.4862311431
909	0.4862279138
910	0.4862210964
911	0.4862189033
912	0.486213019
913	0.4862085627
914	0.4862044479
915	0.4861980182
916	0.4861921268
917	0.4861860443
918	0.4861821553
919	0.4861797478
920	0.4861774618
921	0.4861739431
922	0.4861729303
923	0.4861693769
924	0.4861650654
925	0.4861559562
926	0.4861523971
927	0.4861488205
928	0.4861465345
929	0.486141025
930	0.486137217
931	0.4861280268
932	0.4861241492
933	0.4861211514
934	0.4861145077
935	0.4861099936
936	0.4861054679
937	0.4861020187
938	0.4860996864
939	0.4860959293
940	0.4860914209
941	0.4860856336
942	0.4860841
943	0.4860774736
944	0.4860723298
945	0.4860691063
946	0.4860608131
947	0.4860558708
948	0.4860518081
949	0.486046345
950	0.4860405519
951	0.4860369869
952	0.486020742
953	0.4860174722
954	0.4860137625
955	0.486010348
956	0.486000637
957	0.4859950696
958	0.4859909723
959	0.4859895313
960	0.4859822565
961	0.4859756647
962	0.4859719667
963	0.4859697154
964	0.485966515
965	0.4859651377
966	0.4859607046
967	0.485955988
968	0.4859524751
969	0.4859459702
970	0.4859426541
971	0.4859393091
972	0.4859361664
973	0.4859312935
974	0.4859297656
975	0.4859243254
976	0.4859180526
977	0.4859092501
978	0.4859040936
979	0.4858982715
980	0.4858931845
981	0.4858847523
982	0.4858822638
983	0.485877605
984	0.4858754522
985	0.4858723907
986	0.4858677319
987	0.485864653
988	0.4858591494
989	0.4858546237
990	0.4858497219
991	0.4858428582
992	0.4858370766
993	0.485829698
994	0.4858255137
995	0.4858194371
996	0.4858160226
997	0.4858092109
998	0.4857980531
999	0.485793649
